instant,dteday_x,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,dteday_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,rental_range
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,2011-01-22,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0.0,8,59,67,"(66.067, 98.6]"
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,2011-01-22,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54,"(33.533, 66.067]"
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,2011-01-22,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59,"(33.533, 66.067]"
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,2011-01-22,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45,"(33.533, 66.067]"
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,2011-01-22,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39,"(33.533, 66.067]"
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,2011-01-22,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30,"(0.024, 33.533]"
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,2011-01-22,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33,"(0.024, 33.533]"
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,2011-01-23,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22,"(0.024, 33.533]"
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,2011-01-23,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13,"(0.024, 33.533]"
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,2011-01-23,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18,"(0.024, 33.533]"
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,2011-01-23,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5,"(0.024, 33.533]"
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,2011-01-23,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3,"(0.024, 33.533]"
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,2011-01-23,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1,"(0.024, 33.533]"
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,2011-01-23,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2,"(0.024, 33.533]"
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,2011-01-23,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19,"(0.024, 33.533]"
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,2011-01-23,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28,"(0.024, 33.533]"
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,2011-01-23,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58,"(33.533, 66.067]"
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,2011-01-23,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99,"(98.6, 131.133]"
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,2011-01-23,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116,"(98.6, 131.133]"
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,2011-01-23,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87,"(66.067, 98.6]"
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,2011-01-23,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110,"(98.6, 131.133]"
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,2011-01-23,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77,"(66.067, 98.6]"
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,2011-01-23,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65,"(33.533, 66.067]"
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,2011-01-23,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55,"(33.533, 66.067]"
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,2011-01-23,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49,"(33.533, 66.067]"
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,2011-01-23,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50,"(33.533, 66.067]"
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,2011-01-23,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35,"(33.533, 66.067]"
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,2011-01-23,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,5,20,25,"(0.024, 33.533]"
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,2011-01-23,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,5,23,28,"(0.024, 33.533]"
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,2011-01-23,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21,"(0.024, 33.533]"
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,2011-01-24,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7,"(0.024, 33.533]"
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,2011-01-24,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1,"(0.024, 33.533]"
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,2011-01-24,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1,"(0.024, 33.533]"
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,2011-01-24,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1,"(0.024, 33.533]"
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,2011-01-24,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5,"(0.024, 33.533]"
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,2011-01-24,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15,"(0.024, 33.533]"
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,2011-01-24,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,5,79,84,"(66.067, 98.6]"
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,2011-01-24,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,6,171,177,"(163.667, 196.2]"
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,2011-01-24,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0.0,4,98,102,"(98.6, 131.133]"
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,2011-01-24,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0.0,6,34,40,"(33.533, 66.067]"
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,2011-01-24,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46,"(33.533, 66.067]"
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,2011-01-24,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63,"(33.533, 66.067]"
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,2011-01-24,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60,"(33.533, 66.067]"
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,2011-01-24,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45,"(33.533, 66.067]"
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,2011-01-24,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57,"(33.533, 66.067]"
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,2011-01-24,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4,66,70,"(66.067, 98.6]"
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,2011-01-24,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184,"(163.667, 196.2]"
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,2011-01-24,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,8,145,153,"(131.133, 163.667]"
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,2011-01-24,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106,"(98.6, 131.133]"
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,2011-01-24,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,1,80,81,"(66.067, 98.6]"
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,2011-01-24,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59,"(33.533, 66.067]"
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,2011-01-24,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35,"(33.533, 66.067]"
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,2011-01-24,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24,"(0.024, 33.533]"
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,2011-01-25,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9,"(0.024, 33.533]"
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,2011-01-25,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5,"(0.024, 33.533]"
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,2011-01-25,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0,2,2,"(0.024, 33.533]"
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,2011-01-25,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1,"(0.024, 33.533]"
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,2011-01-25,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0,9,9,"(0.024, 33.533]"
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,2011-01-25,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,1,35,36,"(33.533, 66.067]"
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,2011-01-25,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,5,103,108,"(98.6, 131.133]"
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,2011-01-25,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,5,233,238,"(228.733, 261.267]"
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,2011-01-25,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,10,134,144,"(131.133, 163.667]"
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,2011-01-25,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,6,49,55,"(33.533, 66.067]"
559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,2011-01-25,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,6,55,61,"(33.533, 66.067]"
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,2011-01-25,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21,85,106,"(98.6, 131.133]"
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,2011-01-25,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,21,72,93,"(66.067, 98.6]"
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,2011-01-25,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,11,57,68,"(66.067, 98.6]"
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,2011-01-25,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,21,63,84,"(66.067, 98.6]"
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,2011-01-25,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0.0,14,102,116,"(98.6, 131.133]"
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,2011-01-25,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0.0,14,208,222,"(196.2, 228.733]"
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,2011-01-25,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,7,218,225,"(196.2, 228.733]"
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,2011-01-25,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,13,133,146,"(131.133, 163.667]"
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,2011-01-25,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,16,103,119,"(98.6, 131.133]"
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,2011-01-25,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,5,40,45,"(33.533, 66.067]"
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,2011-01-25,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4,49,53,"(33.533, 66.067]"
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,2011-01-25,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3,37,40,"(33.533, 66.067]"
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,2011-01-26,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,3,14,17,"(0.024, 33.533]"
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,2011-01-26,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0,5,5,"(0.024, 33.533]"
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,2011-01-26,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,3,7,10,"(0.024, 33.533]"
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,2011-01-26,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0,1,1,"(0.024, 33.533]"
576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,2011-01-26,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0,8,8,"(0.024, 33.533]"
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,2011-01-26,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30,"(0.024, 33.533]"
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,2011-01-26,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3,69,72,"(66.067, 98.6]"
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,2011-01-26,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3,55,58,"(33.533, 66.067]"
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,2011-01-26,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,2,26,28,"(0.024, 33.533]"
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,2011-01-26,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,6,35,41,"(33.533, 66.067]"
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,2011-01-26,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48,"(33.533, 66.067]"
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,2011-01-26,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,4,43,47,"(33.533, 66.067]"
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,2011-01-26,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0,36,36,"(33.533, 66.067]"
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,2011-01-26,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43,"(33.533, 66.067]"
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,2011-01-26,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36,"(33.533, 66.067]"
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,2011-01-26,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0,26,26,"(0.024, 33.533]"
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,2011-01-27,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24,"(0.024, 33.533]"
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,2011-01-27,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84,"(66.067, 98.6]"
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,2011-01-27,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3,101,104,"(98.6, 131.133]"
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,2011-01-27,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79,"(66.067, 98.6]"
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,2011-01-27,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59,"(33.533, 66.067]"
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,2011-01-27,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38,"(33.533, 66.067]"
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,2011-01-27,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27,"(0.024, 33.533]"
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,2011-01-27,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16,"(0.024, 33.533]"
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,2011-01-28,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0,9,9,"(0.024, 33.533]"
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,2011-01-28,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1,2,3,"(0.024, 33.533]"
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,2011-01-28,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2,"(0.024, 33.533]"
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,2011-01-28,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1,"(0.024, 33.533]"
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,2011-01-28,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0,4,4,"(0.024, 33.533]"
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,2011-01-28,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,0,16,16,"(0.024, 33.533]"
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,2011-01-28,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60,"(33.533, 66.067]"
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,2011-01-28,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157,"(131.133, 163.667]"
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,2011-01-28,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101,"(98.6, 131.133]"
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,2011-01-28,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0,49,49,"(33.533, 66.067]"
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,2011-01-28,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30,"(0.024, 33.533]"
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,2011-01-28,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,1,28,29,"(0.024, 33.533]"
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,2011-01-28,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31,"(0.024, 33.533]"
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,2011-01-28,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0.0,2,36,38,"(33.533, 66.067]"
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,2011-01-28,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0.0,1,40,41,"(33.533, 66.067]"
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,2011-01-28,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0.0,10,70,80,"(66.067, 98.6]"
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,2011-01-28,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,2,147,149,"(131.133, 163.667]"
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,2011-01-28,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,2,107,109,"(98.6, 131.133]"
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,2011-01-28,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,5,84,89,"(66.067, 98.6]"
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,2011-01-28,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,1,61,62,"(33.533, 66.067]"
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,2011-01-28,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,1,57,58,"(33.533, 66.067]"
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,2011-01-28,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,0,26,26,"(0.024, 33.533]"
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,2011-01-28,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,1,22,23,"(0.024, 33.533]"
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,2011-01-29,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,2,26,28,"(0.024, 33.533]"
